Start Date,07/01/2019,,,,,,,,,,,,,,,
End Date,05/01/2026,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,SHEL LN Equity,BP/ LN Equity,BARC LN Equity,HSBA LN Equity,ULVR LN Equity,TSCO LN Equity,AZN LN Equity,GSK LN Equity,NG/ LN Equity,DGE LN Equity,IGLS LN Equity,VGOV LN Equity,SLXX LN Equity,GLDW LN Equity,UKX Index,GUKG10 Index
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO
26/02/2021,13.4881,20.1429,18.1364,30.0396,19.2951,34.1391,39.6918,8.3363,23.0561,63.5387,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.627,#N/A N/A
05/03/2021,13.4881,20.1429,19.4977,30.5777,20.2199,34.0176,38.8573,8.7018,23.6736,65.8811,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.7044,#N/A N/A
12/03/2021,13.4881,20.1429,20.5227,30.1448,20.6082,33.9872,39.6606,8.8194,23.971,67.6064,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.9054,#N/A N/A
19/03/2021,13.4881,20.1429,20.75,30.2279,20.6252,34.7313,40.4483,9.0742,24.0739,67.3736,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.0365,#N/A N/A
26/03/2021,13.4881,20.1429,20.7909,29.4681,21.1833,34.7161,41.102,9.0812,24.5886,66.656,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.6465,#N/A N/A
02/04/2021,13.4881,20.1429,12.1053,19.6347,21.1382,34.6174,32.6019,9.791,21.5426,67.3189,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.9019,#N/A N/A
09/04/2021,13.4881,20.1429,12.2171,20.1584,21.3364,35.597,32.9042,10.1128,22.4657,70.7847,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.4798,#N/A N/A
16/04/2021,13.4881,20.1429,12.4461,19.8419,21.5155,35.2097,33.5644,10.3182,22.5106,72.3479,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.8126,#N/A N/A
23/04/2021,13.4881,20.1429,11.9724,19.4918,21.1313,33.7974,34.4759,10.2891,22.5406,73.9864,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.6709,#N/A N/A
30/04/2021,13.4881,20.1429,11.5461,21.0247,21.7869,33.562,35.0982,10.2661,22.7177,72.8394,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.4897,#N/A N/A
07/05/2021,13.4881,20.1429,11.9434,21.1807,22.0154,34.5491,35.5759,10.3887,23.2441,74.3874,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.0799,#N/A N/A
14/05/2021,13.4881,20.1429,11.8882,21.2413,22.3313,35.073,36.4667,10.5021,23.3539,76.5865,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.6963,#N/A N/A
21/05/2021,13.4881,20.1429,11.7776,21.1085,22.2733,34.2757,37.8545,10.3841,23.5859,77.4027,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.8074,#N/A N/A
28/05/2021,13.4881,20.1429,12.0461,21.7018,22.0201,33.9037,37.5753,10.3013,23.4312,78.2912,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.8878,#N/A N/A
04/06/2021,13.4881,20.1429,12.1026,21.1116,22.2836,34.1694,37.5299,10.378,22.81,77.9257,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.0876,#N/A N/A
11/06/2021,13.4881,20.1429,11.8684,20.6922,22.3108,35.1717,38.696,10.755,22.9173,78.4694,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.2713,#N/A N/A
18/06/2021,13.4881,20.1429,11.3066,19.9209,22.44,33.6759,38.1086,10.9083,23.0744,77.4436,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.8791,#N/A N/A
25/06/2021,13.4881,20.1429,11.5026,19.9556,22.2089,34.0935,38.8662,10.8301,23.032,78.4662,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.3281,#N/A N/A
02/07/2021,28.7084,10.3538,6.4797,12.5618,22.9291,34.1087,42.0782,12.8713,23.0495,31.3325,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.0699,#N/A N/A
09/07/2021,28.6607,10.0547,6.5173,12.5338,23.1068,36.0981,41.6125,12.8481,23.4412,31.0393,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.1012,#N/A N/A
16/07/2021,27.1562,9.397,6.2188,12.1349,23.4229,35.6729,39.8988,12.7532,23.526,31.4578,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.7572,#N/A N/A
23/07/2021,26.456,9.1224,6.2827,12.0686,22.3232,35.5818,40.5126,12.6762,23.1892,31.4592,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.724,#N/A N/A
30/07/2021,28.2522,9.3806,6.5602,12.0654,22.4151,35.3843,39.9017,12.6923,23.0545,32.3686,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.6569,#N/A N/A
06/08/2021,28.9624,9.9489,6.8669,12.4123,22.2372,35.4071,39.2726,12.8588,23.4861,32.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.0425,#N/A N/A
13/08/2021,28.5074,9.8817,6.9586,12.4632,22.5187,36.8954,40.5706,13.3548,23.8379,32.882,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.2433,#N/A N/A
20/08/2021,26.7262,9.1548,6.7414,11.7915,22.1879,37.4345,41.3146,13.566,24.4241,31.3153,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.9298,#N/A N/A
27/08/2021,28.2119,9.7266,6.985,11.8851,21.759,20.839,40.9752,13.2097,23.3988,31.3409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.0077,#N/A N/A
03/09/2021,28.0138,9.6033,6.9436,11.6498,21.3864,20.9085,40.9909,13.2384,23.4886,31.9484,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.021,#N/A N/A
10/09/2021,27.6846,9.5588,6.7767,11.3591,21.3813,20.8022,39.3155,12.7084,23.3489,31.7307,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.7885,#N/A N/A
17/09/2021,28.191,9.7737,6.8692,11.2909,21.1629,20.9289,38.4868,12.4273,24.0799,31.0059,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.6162,#N/A N/A
24/09/2021,29.464,10.2225,6.9075,11.218,21.4651,21.0556,42.0138,12.4255,22.9372,31.0868,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.7952,#N/A N/A
01/10/2021,37.8743,14.1274,5.9456,9.2815,21.4051,20.2747,92.2253,12.6418,26.7357,31.2321,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.3275,#N/A N/A
08/10/2021,39.4339,14.8406,6.1759,10.0608,20.9771,22.5357,93.8306,12.764,26.5804,31.4721,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.459,#N/A N/A
15/10/2021,41.3206,15.4205,6.2601,10.5199,21.0665,21.906,93.7997,12.7695,26.7954,32.4441,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.7597,#N/A N/A
22/10/2021,40.7801,15.0525,6.293,10.5321,21.2102,22.1391,95.9225,12.9629,27.2434,32.6523,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.6943,#N/A N/A
29/10/2021,38.9565,14.7604,6.4003,10.6307,21.3574,22.0696,96.3894,13.764,27.9363,32.3908,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.7716,#N/A N/A
05/11/2021,38.4956,14.3654,6.088,10.389,20.9773,22.5152,97.362,14.3789,28.3724,33.2512,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.9101,#N/A N/A
12/11/2021,37.3359,14.1047,6.1804,10.263,21.149,23.3043,91.5713,14.5377,29.2026,33.4945,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.9568,#N/A N/A
19/11/2021,36.7052,13.5452,6.043,10.2297,21.1211,22.8014,88.4445,13.8826,29.3729,34.0357,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.7718,#N/A N/A
26/11/2021,35.1701,13.0566,5.7487,9.7225,21.4755,22.826,86.9397,13.7841,29.9313,32.6966,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.3986,#N/A N/A
03/12/2021,37.0501,13.9082,5.907,10.0166,20.9152,22.9036,84.0498,14.0012,29.9373,33.2098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.5675,#N/A N/A
10/12/2021,37.3258,14.0124,5.7753,10.2492,21.6865,23.2552,84.2672,14.7074,31.3828,34.166,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.9399,#N/A N/A
17/12/2021,35.8047,13.6432,5.7228,10.4026,21.5916,23.2552,87.5123,14.7202,32.0697,34.3988,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.8932,#N/A N/A
24/12/2021,37.3299,13.9525,5.9316,10.5623,21.5596,23.5414,89.4276,14.7256,32.3146,35.0836,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.1166,#N/A N/A
31/12/2021,8.4427,11.9352,5.1019,9.6389,19.2325,23.705,405.0232,16.0387,31.6516,30.4286,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.1438,#N/A N/A
07/01/2022,9.0704,13.1361,5.5999,10.3962,19.2918,23.6355,393.3049,15.9569,31.4724,29.3082,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.9094,#N/A N/A
14/01/2022,9.5624,14.1625,5.8795,11.1979,19.333,23.3043,402.334,16.3822,32.2848,28.2779,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.0095,#N/A N/A
21/01/2022,9.4242,13.8265,5.4359,10.8757,18.0063,23.6109,409.1409,16.4441,32.3684,28.375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.9169,#N/A N/A
28/01/2022,9.7596,13.7695,5.3715,11.2276,18.6431,24.8089,404.7633,16.5818,32.6133,27.5759,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.8553,#N/A N/A
04/02/2022,10.6042,14.6581,5.473,11.7088,18.486,24.167,386.5409,16.3223,32.0876,28.2686,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.9724,#N/A N/A
11/02/2022,10.6663,15.1396,5.6231,12.2452,19.1559,24.3796,399.119,16.1665,32.7268,28.164,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.2691,#N/A N/A
18/02/2022,10.2238,14.1846,5.2154,11.7374,18.9769,24.0566,412.2206,15.6434,32.5416,27.6804,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.8099,#N/A N/A
25/02/2022,10.298,13.5161,5.1538,11.4295,18.255,14.432,415.1348,15.6135,32.8701,27.7408,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.8496,#N/A N/A
04/03/2022,9.3278,12.2874,4.278,9.8192,16.9316,13.8679,395.8821,14.8608,33.0851,25.8554,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.1937,#N/A N/A
11/03/2022,9.8505,12.5419,4.3953,9.9303,16.617,13.737,417.1511,15.4398,33.2524,24.5021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5102,#N/A N/A
18/03/2022,9.8502,12.6823,4.654,10.4884,16.7275,14.0391,433.6907,16.0727,33.8139,27.4762,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.953,#N/A N/A
25/03/2022,10.7108,13.79,4.5645,10.8241,16.6713,13.888,447.8565,16.2085,33.6466,28.0546,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.076,#N/A N/A
01/04/2022,9.8847,13.4228,4.1829,11.9504,17.0755,14.0517,460.4932,14.0433,19.289,28.2502,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8587,#N/A N/A
08/04/2022,10.0546,13.4228,4.1135,11.9086,17.3878,13.6639,460.4932,15.0775,20.3339,29.1853,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0873,#N/A N/A
15/04/2022,10.1854,13.4228,4.1493,11.7603,16.9742,13.4121,460.4932,15.03,19.629,28.8267,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9116,#N/A N/A
22/04/2022,9.9955,13.4228,4.1732,11.5821,17.2925,13.3768,460.4932,14.7673,19.4466,27.8655,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.7523,#N/A N/A
29/04/2022,9.7267,13.4228,4.2159,10.8713,18.1833,13.6992,460.4932,15.2335,19.8032,28.1546,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.7858,#N/A N/A
06/05/2022,10.1121,13.4228,4.2284,10.6952,17.2451,13.669,460.4932,14.9961,19.5627,26.0423,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.5212,#N/A N/A
13/05/2022,10.0305,13.4228,4.2773,10.5778,18.0618,14.1625,460.4932,14.8808,20.2344,26.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.5807,#N/A N/A
20/05/2022,10.3704,13.4228,4.3445,10.5528,17.0483,13.1099,460.4932,14.9538,20.0769,24.996,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.4895,#N/A N/A
27/05/2022,10.6778,13.4228,4.8469,11.5724,16.7759,13.0193,460.4932,14.6927,19.3056,25.5861,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.842,#N/A N/A
03/06/2022,10.4775,13.4228,4.7735,11.3864,17.8074,13.0394,460.4932,14.4773,18.5924,25.1587,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.7556,#N/A N/A
10/06/2022,10.2431,13.4228,4.5459,10.5938,17.4699,12.5962,460.4932,14.7215,17.9456,24.2447,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.4064,#N/A N/A
17/06/2022,8.8663,13.4228,4.4355,10.6906,17.1557,12.6768,460.4932,14.2722,17.1412,23.7465,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.8977,#N/A N/A
24/06/2022,9.1144,13.4228,4.5214,11.3657,17.8258,12.8631,460.4932,14.8876,17.4315,25.0026,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.223,#N/A N/A
01/07/2022,5.3339,13.4228,5.1665,9.5662,18.4417,12.8329,460.4932,18.2535,17.7798,19.6201,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5799,#N/A N/A
08/07/2022,5.1275,13.4228,5.1247,9.3912,19.004,13.1855,460.4932,17.9387,17.7217,19.7435,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.6385,#N/A N/A
15/07/2022,4.9242,13.4228,5.0687,9.0534,19.2594,13.0394,460.4932,17.5748,18.3354,20.1733,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.583,#N/A N/A
22/07/2022,5.1188,13.4228,5.323,9.2041,19.2597,13.0646,460.4932,17.616,18.3022,20.7673,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.7845,#N/A N/A
29/07/2022,5.5358,13.4228,5.3007,9.2895,20.0222,13.2258,460.4932,17.4583,18.7666,21.9367,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.9964,#N/A N/A
05/08/2022,5.4212,13.4228,5.5307,9.7262,19.7383,13.1955,460.4932,16.8459,18.609,21.5707,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.8777,#N/A N/A
12/08/2022,5.6087,13.4228,5.787,9.9223,19.354,13.266,460.4932,14.653,18.8993,21.5914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5931,#N/A N/A
19/08/2022,5.5508,13.4228,5.5739,9.4329,19.7708,13.6438,460.4932,14.4024,19.3803,21.7449,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.6959,#N/A N/A
26/08/2022,5.7273,13.4228,5.4666,9.1352,19.4218,20.4529,460.4932,14.0952,18.8661,20.8802,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.497,#N/A N/A
02/09/2022,5.5912,13.4228,5.6872,9.1602,18.9204,20.0482,460.4932,13.6627,17.8129,20.2281,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.2772,#N/A N/A
09/09/2022,5.5704,13.4228,5.6939,9.0508,19.115,19.4169,460.4932,13.6283,17.7632,20.4548,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.4459,#N/A N/A
16/09/2022,5.4641,13.4228,5.7715,8.9695,18.8241,18.737,460.4932,13.3534,17.1827,19.8199,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.2705,#N/A N/A
23/09/2022,5.0374,13.4228,5.4585,8.2579,18.9409,17.8225,460.4932,13.2706,16.8012,19.0802,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.9286,#N/A N/A
30/09/2022,4.3259,13.4228,4.723,8.7718,18.9097,16.7379,83.846,14.733,11.1908,19.627,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.7352,#N/A N/A
07/10/2022,4.5035,13.4228,4.6961,8.7409,18.7136,16.2442,84.328,15.1482,10.9143,19.2407,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.7834,#N/A N/A
14/10/2022,4.3833,13.4228,4.6745,8.6362,18.6841,16.3575,83.0142,15.234,10.472,19.0053,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5764,#N/A N/A
21/10/2022,4.5663,13.4228,4.7472,9.0746,18.913,16.9321,82.9145,15.7101,10.8254,18.719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.7538,#N/A N/A
28/10/2022,4.8491,13.4228,4.793,8.6429,19.1451,17.2154,88.8841,15.9832,11.3976,19.126,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.8521,#N/A N/A
04/11/2022,4.9538,13.4228,5.0248,9.3656,19.4009,18.0653,92.2266,16.3104,11.6283,19.4087,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.2865,#N/A N/A
11/11/2022,4.8176,13.4228,5.1786,9.3567,18.8353,18.47,94.7317,14.9339,11.9865,19.8287,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.2291,#N/A N/A
18/11/2022,4.8184,13.4228,5.1786,9.5945,19.4661,18.7209,98.2717,15.4393,12.2306,20.2665,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.4055,#N/A N/A
25/11/2022,4.9531,13.4228,5.2061,10.0351,20.0366,19.0203,100.3702,15.7101,12.2546,21.1321,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.556,#N/A N/A
02/12/2022,5.0244,13.4228,5.1328,10.3218,20.4215,18.4942,103.9639,16.0667,12.2606,21.9318,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.662,#N/A N/A
09/12/2022,4.8595,13.4228,5.2198,10.2825,20.143,18.4457,105.6868,16.448,12.2245,21.3563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5408,#N/A N/A
16/12/2022,4.7266,13.4228,5.0542,10.1118,19.9311,17.9924,102.9395,16.1118,11.9697,20.4973,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3178,#N/A N/A
23/12/2022,4.9348,13.4228,5.1629,10.3733,20.0408,18.3485,102.6149,16.3916,11.8952,20.4151,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5352,#N/A N/A
30/12/2022,4.8854,13.4228,5.1559,8.581,14.9793,18.1462,64.0167,12.1445,11.9889,20.1143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5024,#N/A N/A
06/01/2023,4.9305,13.4228,5.5976,9.4511,15.1361,19.5383,67.163,12.0988,12.5551,20.0734,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2894,#N/A N/A
13/01/2023,5.1729,13.4228,5.8786,9.9275,15.0731,19.8783,67.1265,12.1191,12.4169,20.4629,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4948,#N/A N/A
20/01/2023,5.0817,13.4228,5.8031,10.0961,14.8139,20.0644,65.4408,11.8843,12.4409,20.7613,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.388,#N/A N/A
27/01/2023,5.0999,13.4228,6.0425,10.2349,14.5408,19.9835,62.0886,11.9113,12.3568,19.3161,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3836,#N/A N/A
03/02/2023,5.0606,13.4228,6.1356,9.9099,14.7544,19.943,60.2497,12.1614,12.4289,19.6828,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5657,#N/A N/A
10/02/2023,5.3112,13.4228,6.0406,10.1189,14.8014,19.6678,64.735,12.4435,12.4349,19.1355,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5268,#N/A N/A
17/02/2023,5.3026,13.4228,5.6431,10.2682,15.1182,20.3072,65.1235,12.5381,12.8616,19.4946,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.6685,#N/A N/A
24/02/2023,5.1828,13.4228,5.5481,10.4448,15.0552,27.6961,62.5475,12.207,12.6873,19.6194,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5374,#N/A N/A
03/03/2023,5.3795,13.4228,5.5774,10.2134,14.8598,28.7506,61.0924,12.1833,12.3988,19.5659,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3085,#N/A N/A
10/03/2023,5.3275,13.4228,5.1201,9.8296,14.5859,29.1208,60.8575,11.815,12.6212,19.2299,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3925,#N/A N/A
17/03/2023,4.6836,13.4228,4.5392,9.0852,14.6537,27.6961,62.155,11.8336,12.489,19.2876,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.1102,#N/A N/A
24/03/2023,4.6719,13.4228,4.3551,8.9817,15.1238,28.1336,63.9138,11.837,12.7234,20.048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2055,#N/A N/A
31/03/2023,4.6884,4.4528,4.3334,6.1313,15.0954,29.805,45.7732,12.9556,14.2899,20.3275,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5265,#N/A N/A
07/04/2023,4.9545,4.6799,4.5064,6.337,15.5701,29.6256,48.1245,13.8078,14.8568,20.917,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5809,#N/A N/A
14/04/2023,5.0232,4.7378,4.6925,6.5473,15.4445,30.0855,48.6866,13.7353,14.5766,20.7829,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.7521,#N/A N/A
21/04/2023,5.0149,4.6508,4.5546,6.4414,15.7686,31.2858,49.9908,13.3382,14.9285,21.2919,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.8118,#N/A N/A
28/04/2023,5.0714,4.7441,4.7519,6.5177,16.0382,31.5325,48.7478,13.0644,14.9155,20.747,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.743,#N/A N/A
05/05/2023,4.9725,4.3954,4.5546,6.8521,15.9923,31.7457,49.7616,13.2584,14.9937,21.1452,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5768,#N/A N/A
12/05/2023,4.9337,4.2459,4.5742,6.7453,15.8413,30.9268,49.3559,13.3291,15.1435,20.0478,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5397,#N/A N/A
19/05/2023,4.9396,4.2369,4.7382,6.8784,15.6044,29.9172,49.4154,12.9084,14.3746,20.1486,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4984,#N/A N/A
26/05/2023,4.7762,4.1559,4.6758,6.8106,15.2235,29.5919,48.0072,12.6219,14.1987,19.6686,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4409,#N/A N/A
02/06/2023,4.6892,4.1692,4.6592,6.7779,14.9539,29.4349,48.2715,12.3989,13.7491,19.1258,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4143,#N/A N/A
09/06/2023,4.7483,4.165,4.6467,6.9044,14.7379,29.3788,48.6338,12.4932,13.7426,19.0306,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.338,#N/A N/A
16/06/2023,4.9283,4.1619,4.5754,7.0886,15.1022,29.4909,49.9025,12.3717,13.6774,19.5998,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5582,#N/A N/A
23/06/2023,4.8425,4.076,4.3162,6.9078,15.1303,27.9093,47.8706,12.9211,13.534,19.1179,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3096,#N/A N/A
30/06/2023,7.2299,5.5972,4.2789,6.677,13.8864,27.8644,36.1173,10.45,13.5601,21.9089,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4059,#N/A N/A
07/07/2023,7.1184,5.5965,4.1489,6.6187,13.598,27.6401,32.7213,9.9022,13.0219,21.4239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.814,#N/A N/A
14/07/2023,7.3633,5.748,4.3269,6.7902,13.5545,28.0439,34.1004,9.9338,13.3125,22.4658,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.0581,#N/A N/A
21/07/2023,7.5469,5.8756,4.5546,6.9725,13.7304,29.1881,34.8845,10.4454,13.736,22.5388,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3735,#N/A N/A
28/07/2023,7.3161,5.8771,4.3448,7.0323,14.3482,29.3227,35.8563,10.4063,13.4428,22.5371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.321,#N/A N/A
04/08/2023,7.4101,5.9712,4.2053,6.8703,13.7881,28.1,35.1264,10.1354,12.7664,21.713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.1767,#N/A N/A
11/08/2023,7.4421,5.9281,4.0898,6.6971,13.7718,28.1785,35.2599,10.316,12.7847,21.7137,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4346,#N/A N/A
18/08/2023,7.3005,5.7948,4.0239,6.2853,13.5749,28.0102,34.2157,10.1505,12.3989,21.1855,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.1792,#N/A N/A
25/08/2023,7.2637,5.7467,4.0167,6.2464,13.6885,14.0256,33.7844,10.3386,12.743,20.9627,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2864,#N/A N/A
01/09/2023,7.4694,6.0545,4.1584,6.2551,13.6859,14.2737,33.9301,10.4409,12.8446,20.541,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5358,#N/A N/A
08/09/2023,7.5695,6.1909,4.1355,6.151,13.6935,13.9448,34.0461,10.8668,12.9854,20.3338,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5534,#N/A N/A
